,Unnamed: 0,Unnamed: 0.1,Coffee Name,Roaster Name,Roaster Location,Coffee Origin,Rating,Roast Level,Review Date,Price,Agtron,Flavor,Body,Aroma,Aftertaste,Acidity,Bottom Line,Prices Per Oz,Agtron Whole,Agtron Ground,Coffee Country
509,509,870,Static Ethiopia Koke,Espresso Republic,"Chino, California","Yirgacheffe growing region, southern Ethiopia",90,Medium,September 2017,$17.00/12 ounces,48/64,8,8,8,8,8.0,"An inviting honey-processed Ethiopia, with cocoa, fruit and floral notes both rounded and turned gently crisp by a tactful medium-dark roast.",1.42,48,64,Ethiopia
510,510,871,Static Adado Shara,Espresso Republic,"Chino, California","Yirgacheffe growing region, southern Ethiopia",90,Medium,September 2017,$19.00/12 ounces,51/69,9,8,8,7,8.0,An interesting choice for those who prefer to find the sweetness in their cup expressed in floral and aromatic wood notes rather than in the more typical fruit.,1.58,51,69,Ethiopia
511,511,872,Static San Augustin Guatemala,Espresso Republic,"Chino, California","Antigua Valley, Guatemala",90,Medium,September 2017,$14.00/12 ounces,50/56,9,8,8,7,8.0,"A roast at the edge between medium and medium-dark promotes pleasant smoke notes in this Guatemala, while still allowing spice, fruit and floral notes to exert their presence and authority.",1.17,50,56,Guatemala
512,512,873,Static Peaberry Cerrado Brazil,Espresso Republic,"Chino, California","Cerrado growing region, Brazil, Brazil",89,Medium-Light,September 2017,$15.00/12 ounces,53/74,8,8,8,7,8.0,An aromatic-wood-framed Brazil peaberry with pretty floral undertones.,1.25,53,74,Brazil
513,513,874,Static Ravens Dark Roast Mexico,Espresso Republic,"Chino, California","Chiapas State, Mexico",88,Medium-Light,September 2017,$14.00/12 ounces,56/78,8,8,8,7,7.0,"The bittersweet structure, dried fruit notes and vanilla-toned flowers pleasantly nudge this coffee toward a darker roast profile, even though this is a medium-roasted bean.",1.17,56,78,Mexico
514,514,879,Kenya AA Nyeri,Lone Oak Coffee Company,"Winchester, Virginia","Nyeri growing region, south-central Kenya",92,Medium-Light,September 2017,$18.25/12 ounces,59/78,9,9,8,8,8.0,"A light-footed and crisply elegant Kenya; if the big, emphatic Kenyas are Cabernets, this one is a Pinot Noir.",1.52,59,78,Kenya
515,515,880,Uganda Fair Trade Bukonzo,Conscious Cup Coffee Roasters,"Crystal Lake, Illinois","Rwenzori Mountains, western Uganda",93,Medium-Light,September 2017,$19.75/16 ounces,51/78,9,9,8,8,9.0,"Although Uganda has struggled over the years to produce top Arabica coffees worthy of its excellent terroirs and hard-working growers, producers have clearly succeeded here with this very impressive, quite distinctive offering in the deep, resonant style of the best Central Africa coffees.",1.23,51,78,Uganda
516,516,882,Honduras Finca Jerusalen,Branch Street Coffee Roasters,"Youngstown, Ohio","Marcala growing region, La Paz Department, Honduras",91,Medium-Light,September 2017,$14.00/10 ounces,55/82,8,9,9,7,8.0,"Unusual Central America profile, tart but starchy, candyish yet savory. Those who value the sweet/savory coffees of Central Africa origins like Rwanda or Burundi may particularly enjoy this attractive but atypical Honduras.",1.4,55,82,Honduras
517,517,883,Ethiopia Shakisso,Topeca Coffee Roasters,"Tulsa, Oklahoma","Guji Zone, southern Ethiopia",90,Medium-Light,September 2017,$15.99/12 ounces,54/74,9,8,8,7,8.0,"A light-footed, vivacious wet-processed Ethiopia cup. Might make a refreshing cold or iced coffee.",1.33,54,74,Ethiopia
518,518,884,Colombia Finca Campoalegre,Durango Coffee Company,"Durango, Colorado","Pitalito, Huila Department, southern Colombia",94,Medium-Light,September 2017,$12.95/12 ounces,55/77,9,9,9,8,9.0,"A nuanced, complex Colombia cup that leads with lush floral notes and stone fruit grounded by suggestions of rich cocoa.",1.08,55,77,Colombia
519,519,885,Kenya Boma AA,Topeca Coffee Roasters,"Tulsa, Oklahoma","Baringo and Nakura Counties, central Kenya",94,Medium-Light,September 2017,$15.99/12 ounces,53/76,9,9,9,8,9.0,"An elegant and complete Kenya; pungent, delicate yet deep. Think fine red table wines.",1.33,53,76,Kenya
520,520,887,Kenya Boma Peaberry,Topeca Coffee Roasters,"Tulsa, Oklahoma","Baringo and Nakura Counties, central Kenya",94,Medium-Light,September 2017,$16.99/12 ounces,54/76,9,9,9,8,9.0,"Classic Kenya cup: honey, citrus and spice.",1.42,54,76,Kenya
521,521,889,Gesha Village Lot 76 Nasha Block,Ho Soo Tsai,"Kaohslung City, Taiwan","Bench-Maji Zone, Southern Ethiopia",95,Light,September 2017,$37.00/4 ounces,64/86,9,9,9,9,9.0,A light roast develops the delicacy and gentle vivacity of this cleanly understated yet spectacularly aromatic dried-in-the-fruit or “natural” Gesha profile.,9.25,64,86,Ethiopia
522,522,891,"Gesha Village 1931, Lot 86",Mudhouse Coffee Roasters,"Charlottesville, Virginia","Bench-Maji Zone, Southern Ethiopia",95,Medium-Light,September 2017,$75.00/8 ounces,54/78,9,9,10,8,9.0,"A high-toned flowers-and-cocoa version of the Gesha profile, classic, intense and exhilarating.",9.38,54,78,Ethiopia
523,523,892,Esmeralda Special Auction Washed Geisha,Dragonfly Coffee Roasters,"Boulder, Colorado","Boquete growing region, western Panama",94,Medium-Light,September 2017,$50.00/8 ounces,54/78,9,9,9,8,9.0,"Crisp yet lush, deep, intricate, a classic Gesha from Hacienda Esmeralda, the ground zero of the Gesha variety’s take-off to fame.",6.25,54,78,Panama
524,524,893,Panama Geisha,San Francisco Bay Coffee,"Lincoln, California","Boquete growing region, western Panama",94,Medium-Dark,September 2017,$29.99/12 ounces,34/52,9,8,9,9,9.0,"Intensely sweet, intensely roasty, intensely Gesha. And given it’s Gesha, an impressive value.",2.5,34,52,Panama
525,525,894,Guatemala Acatenango Gesha,Ironclad Coffee Roasters,"Richmond, Virginia","Acatenango growing region, central Guatemala",93,Medium-Light,September 2017,$29.99/8 ounces,57/78,9,8,9,8,9.0,"The Gesha character exerts a quiet but decisive influence in this classic, sweetly bright and balanced Guatemala.",3.75,57,78,Guatemala
526,526,896,Guatemala El Injerto Legendary Gesha,Willoughby's Coffee & Tea,"Branford, Connecticut","Huehuetenango Department, Guatemala",93,Medium-Light,September 2017,$65.00/12 ounces,52/76,9,9,8,9,8.0,"Hints of Gesha complexity contribute resonant intrigue to this classic, gently pungent Guatemala.",5.42,52,76,Guatemala
527,527,897,Carmen Geisha El Palomar Best of Panama #4 Carlos Aguilera,Dragonfly Coffee Roasters,"Boulder, Colorado","Boquete growing region, western Panama",96,Medium-Light,September 2017,$50.00/8 ounces,54/78,9,9,9,9,10.0,"Extraordinary shifting and intricate flavor and aroma supported by a flawless structure, classic in its sweet-tart balance.",6.25,54,78,Panama
528,528,899,Brazil Paulo Ribeiro Rocha,Revel Coffee,"Billings, Montana","Mantiqeiras de Minas growing region, Brazil, Brazil",91,Medium-Light,August 2017,$15.00/12 ounces,55/75,9,8,9,8,7.0,"An accessible, deeply sweet, caramel-toned Brazil cup. Those who avoid aggressive acidity but enjoy a lighter-roasted, very gently bright cup should particularly value this selection.",1.25,55,75,Brazil
529,529,900,Colombia Daniel Ortega,Branch Street Coffee Roasters,"Youngstown, Ohio","Huila Department, southern Colombia",93,Medium-Light,August 2017,$13.50/10 ounces,53/77,9,9,8,8,9.0,"A rich, complex, rather atypical Colombia coffee that deepens as you linger with the cup: bright but resonant, deeply spice-toned.",1.35,53,77,Colombia
530,530,901,Ethiopia Yirgacheffe Washed Adado Gr 1,Branch Street Coffee Roasters,"Youngstown, Ohio","Yirgacheffe growing region, southern Ethiopia",93,Medium-Light,August 2017,$13.50/10 ounces,58/80,9,9,9,8,8.0,"A high-toned, elegantly crisp, washed Yirgacheffe cup with a cocoa throughline.",1.35,58,80,Ethiopia
531,531,902,Bella Carmona Guatemala,JBC Coffee Roasters,"Madison, Wisconsin","Antigua growing region, central Guatemala",93,Medium-Light,August 2017,$16.95/12 ounces,56/78,9,9,9,8,8.0,"A very distinctive and original Guatemala, fusing sweet/savory depth with delicate, lively nut and floral aromatics.",1.41,56,78,Guatemala
532,532,903,Costa Rica La Cereza Roja Semi-Washed,Ithaca Coffee Company,"Ithaca, New York","Tarrazu growing region, Costa Rica",90,Medium-Light,August 2017,$14.99/12 ounces,55/75,8,8,8,8,8.0,"A discreetly fruit-toned, honey-processed coffee with aromatic wood notes as ballast.",1.25,55,75,Costa Rica
533,533,906,Chelelektu Ethiopia,JBC Coffee Roasters,"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",93,Medium-Light,August 2017,$17.25/12 ounces,55/77,9,8,9,8,8.0,"A sweet-toned, zesty washed Yirgacheffe coffee that leads with rich floral notes grounded by suggestions of grapefruit zest.",1.44,55,77,Ethiopia
534,534,907,Karuthi Kenya,JBC Coffee Roasters,"Madison, Wisconsin","Nyeri growing region, south-central Kenya",95,Medium-Light,August 2017,$18.95/12 ounces,53/76,9,9,9,9,9.0,"A deeply rich, layered Kenya cup with savory sweetness characteristic of this celebrated origin’s most classic coffees.",1.58,53,76,Kenya
535,535,908,Finca El Obraje Colombia Gesha,Amavida Coffee Roasters,"Santa Rosa Beach, Florida","Narino Department, southern Colombia",95,Medium,August 2017,$29.95/6 ounces,46/64,9,9,9,9,9.0,"The slightly darker roast is felt rather than tasted in this extraordinarily deeply stated, complete version of the great Gesha profile. Those who may enjoy the aromatic extravagance of the Gesha profile but put off by Gesha’s often brightly assertive acidity should particularly value this rounder, yet still exhilaratingly vibrant version.",4.99,46,64,Colombia
536,536,910,Peru Cajamarca Organic,Black Coffee Roasting,"Missoula, Montana","Cajamarca growing region, Peru",93,Medium-Dark,August 2017,$15.50/12 ounces,45/55,9,9,9,8,8.0,"Quiet, elegant Peru, with chocolate and ripe fruit notes rounded and deepened by a very tactful, backgrounded medium-dark roast.",1.29,45,55,Peru
537,537,911,Ethiopia Organic Dark,Mellelo Coffee Roasters,"Medford, Oregon",Southern Ethiopia,93,Dark,August 2017,$14.00/12 ounces,32/38,9,9,9,8,8.0,A no-apologies dark roast that retains resonant complexity and vibrant balance throughout the profile.,1.17,32,38,Ethiopia
538,538,913,Sumatra Tanah Karo,Oceana Coffee,"Tequesta, Florida","Northern Indonesia, Indonesia",92,Medium-Dark,August 2017,$15.75/12 ounces,39/49,9,9,9,7,8.0,"A rich, idiosyncratic version of an already idiosyncratic coffee type, a darker roasted wet-hulled Sumatra. We didn’t register much of the famous Sumatra earth or pipe tobacco, but we did get a big, spicy yet fudgy chocolate and a complex pungent sweetness.",1.31,39,49,Indonesia
539,539,914,Duomo Espresso Northern Italian Style,Black Oak Coffee Roasters,"Ukiah, California",undisclosed,91,Medium-Dark,August 2017,$14.00/12 ounces,45/55,8,8,9,8,8.0,"A quiet, accessible darker-roasted coffee, sweet and caramelly with a brisk, zesty edge.",1.17,45,55,undisclosed
540,540,915,Mocha Java Blend Fair Trade Organic,Equator Coffees & Teas,"San Rafael, California",World Blend,91,Medium-Dark,August 2017,$15.95/12 ounces,44/56,9,8,8,8,8.0,"A twisty version of the ancient Mocha-Java blend, probably quite authentic with its suggestions of wood, spicy nut and chocolate.",1.33,44,56,World Blend
541,541,916,Ethiopia Baraka Buna,The WestBean Coffee Roasters,"San Diego, California","Yirgacheffe growing region, Gedeo Zone, southern Ethiopia",91,Medium-Dark,August 2017,$24.00/12 ounces,39/46,9,8,9,7,8.0,"A pungent, intricate darker-roasted Ethiopia Yirgacheffe, lushly floral in front with an engagingly bittersweet, savory-edged depth.",2.0,39,46,Ethiopia
542,542,917,Dreamlands Blend,Magnolia Coffee,"Charlotte, North Carolina",undisclosed,90,Medium-Dark,August 2017,$12.99/12 ounces,45/55,8,8,9,7,8.0,"Unusual juxtaposition of aromatic wood, flowers and cocoa animate a zesty, bittersweet medium-dark-roasted blend.",1.08,45,55,undisclosed
543,543,918,Ethiopia Yirgacheffe Aricha,Brioso Coffee,"Columbus, Ohio","Yirgacheffe growing region, Gedeo Zone, southern Ethiopia",90,Medium-Dark,August 2017,$15.00/12 ounces,45/52,8,8,8,8,8.0,"A delicate, floral-and-cocoa wet-processed Ethiopia turned richly crisp by a tactful darker roast.",1.25,45,52,Ethiopia
544,544,919,Sumatra Narata Nauli,Kustomcoffee,"Fairfax, Virginia","Lintong growing region, northern Indonesia, Indonesia",90,Medium-Dark,August 2017,$12.00/10 ounces,40/51,9,8,8,7,8.0,"An authentic “forest floor” style of Sumatra coffee brought to a briskly decisive darker roast, enriching without obscuring its pleasing earthy idiosyncrasy.",1.2,40,51,Indonesia
545,545,921,Sumatra Danau Toba,Paradise Roasters,"Ramsey, Minnesota","Lintong growing region, North Indonesia Province, Indonesia, Indonesia",94,Medium-Light,August 2017,$16.95/12 ounces,55/77,9,9,9,9,8.0,"A classic wet-hulled Sumatra, equal parts floral- and earth-toned, with rich aromatic wood and chocolate notes throughout.",1.41,55,77,Indonesia
546,546,922,Kapsakiso Kenya,Lexington Coffee Roasters,"Lexington, Virginia","Bungoma region, western Kenya",94,Light,August 2017,$18.95/12 ounces,60/84,9,9,9,8,9.0,"An enticing, classic Kenya: bright, juicy, crisp, powerful yet finely balanced.",1.58,60,84,Kenya
547,547,923,Ethiopia Oromia,Caffe Luxxe,"Santa Monica, California","Shakiso growing district, Guji Zone, Oromia Region, southern Ethiopia",93,Medium,August 2017,$20.00/12 ounces,49/72,9,9,9,8,8.0,This natural-processed Ethiopia cup is an engaging study in contrasts: sweetly fermenty fruit notes juxtaposed with suggestions of gently scorched aromatic wood.,1.67,49,72,Ethiopia
548,548,924,Congo Natural,Paradise Roasters,"Ramsey, Minnesota","Kalehe, South Kivu Province, Congo",92,Medium-Light,August 2017,$16.95/12 ounces,60/78,9,9,8,8,8.0,"A crisp, spice-framed Congo natural with suggestions of rich almond notes throughout the profile.",1.41,60,78,Congo
549,549,926,Ethiopia Yirgacheffe,Conscious Cup Coffee Roasters,"Crystal Lake, Illinois","Yirgacheffe growing region, southern Ethiopia",92,Medium-Light,July 2017,$22.00/16 ounces,53/76,9,8,9,8,8.0,"An attractive washed Yirgacheffe, peachy sweet and spicy-savory.",1.38,53,76,Ethiopia
550,550,927,Static Ethiopia Konga Washed,Espresso Republic,"Chino, California","Yirgacheffe growing region, southern Ethiopia",92,Medium,July 2017,$21.00/12 ounces,48/73,9,9,8,8,8.0,A medium-dark roast nicely develops this wet-processed Ethiopia’s chocolate and spice notes. A good choice for those who enjoy strongly stated profiles.,1.75,48,73,Ethiopia
551,551,928,Ninety Plus Gesha Estates Limited Batch #227,JBC Coffee Roasters,"Madison, Wisconsin","Chiriqui Province, far western Panama",97,Light,July 2017,$68.50/4 ounces,67/97,10,9,10,9,9.0,"An extraordinarily original coffee, both in story (Gesha variety, unorthodox processing) and in its stunning aromatics, both intricately complex, yet grandly and resonantly complete.",17.12,67,97,Panama
552,552,930,Adado Shara Ethiopia Washed,Lexington Coffee Roasters,"Lexington, Virginia","Yirgacheffe growing region, southern Ethiopia",92,Medium-Light,July 2017,$17.95/12 ounces,51/74,8,9,9,8,8.0,A crisply high-toned washed Ethiopia coffee offering a fine balance of sweet fruit and aromatic wood notes.,1.5,51,74,Ethiopia
553,553,931,Tano Batak Sumatra,JBC Coffee Roasters,"Madison, Wisconsin","Lintong growing region, North Indonesia Province, Indonesia, Indonesia",95,Medium-Light,July 2017,$16.50/12 ounces,54/80,9,9,10,8,9.0,"An enigmatic, deep Sumatra cup, with classic layering of lush fruit and foresty notes of tobacco, orchid and fresh earth.",1.38,54,80,Indonesia
554,554,932,Makwa Kenya AB,Big Shoulders Coffee,"Chicago, Illinois","Nyeri growing region, south-central Kenya",94,Light,July 2017,$14.00/12 ounces,62/84,9,9,9,8,9.0,"A resonantly engaging Kenya cup: smoothly bright acidity, sweet fruit and floral notes and a deep, savory throughline.",1.17,62,84,Kenya
555,555,933,Calle San Juan Costa Rica Honey,Lexington Coffee Roasters,"Lexington, Virginia","Sabanilla de Alajuela growing region, Costa Rica",93,Medium-Light,July 2017,$18.95/12 ounces,54/78,9,9,9,8,8.0,"A balanced, sweet-toned Costa Rica cup with a spicy floral notes thorughout.",1.58,54,78,Costa Rica
556,556,934,Ethiopia Kayon Mountain Natural,Lexington Coffee Roasters,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",93,Medium-Light,July 2017,$17.95/12 ounces,53/78,9,9,9,8,8.0,A sweet-toned natural Ethiopia cup with elegantly engaging floral and dried fruit notes.,1.5,53,78,Ethiopia
557,557,936,Finca El Guamo Colombia,Topeca Coffee Roasters,"Tulsa, Oklahoma","Gaitania, Tolima Department, central Colombia",94,Medium-Light,June 2017,$15.99/12 ounces,54/75,9,9,9,8,9.0,"A deeply engaging floral-toned Colombia cup with suggestions of chocolate and succulent stone fruit throughout, as well as hints of savory spice.",1.33,54,75,Colombia
558,558,939,Kolombian,King's Koffee,"Allen, Texas","Huila Department, southern Colombia",90,Medium,June 2017,$13.00/12 ounces,45/68,8,8,8,8,8.0,"A tactful darker-roasted coffee with deep chocolate notes throughout, complicated by raisin and sweet floral hints.",1.08,45,68,Colombia
559,559,940,Kenya Ndaroini AA,Dragonfly Coffee Roasters,"Boulder, Colorado","Nyeri growing region, south-central Kenya",94,Medium-Light,June 2017,$20.00/12 ounces,54/76,9,8,9,9,9.0,"A particularly deep-toned version of Kenya’s characteristic style of sweet-tart fruit and lively, bright acidity.",1.67,54,76,Kenya
560,560,941,El Salvador Finca Kilimanjaro Natural,Bird Rock Coffee Roasters,"San Diego, California","Santa Ana Department, El Salvador",94,Medium-Light,June 2017,$35.00/12 ounces,54/78,9,9,9,9,8.0,"Another compelling Aida Batlle coffee from her El Salvador farm, with deep fruit and cocoa tones and spicy floral notes throughout.",2.92,54,78,El Salvador
561,561,943,Kamagogo Kenya,JBC Coffee Roasters,"Madison, Wisconsin","Murang’a Foothills, Aberdare Ridge, Central Province, Kenya",96,Medium-Light,June 2017,$20.90/12 ounces,53/76,10,9,9,9,9.0,"Complex, intensely pungent, deeply sweet-savory. Concord grape, honey, marjoram, narcissus, blood orange zest in aroma and cup. Juicy, engaging acidity; plush, syrupy mouthfeel. The resonant, long, flavor-laden finish sustains all of the notes from the cup plus a cinnamon-like hint of spice.",1.74,53,76,Kenya
562,562,945,El Salvador Finca Kilimanjaro Cascara Fermentation Aida Batlle,PT's Coffee Roasting,"Topeka, Kansas","Santa Ana Department, El Salvador",95,Medium,June 2017,$35.00/12 ounces,50/71,9,9,9,9,9.0,"The originality of this sweetly intricate, multilayered cup is doubtless owing both to a distinguished tree variety – Kenya’s famous SL28 – as well as to an innovative processing wrinkle involving conducting the fermentation step in an infusion of cascara, or the dried husk of the coffee fruit.",2.92,50,71,El Salvador
563,563,946,Rwanda Nyampinga,Equator Coffees and Teas,"San Rafael, California","Nyaruguru, southern Rwanda",92,Medium-Light,June 2017,$15.95/12 ounces,55/76,9,8,9,8,8.0,"A sweet, floral-toned Rwanda cup with ballast from tart citrus and savory aromatic wood notes.",1.33,55,76,Rwanda
564,564,947,Jarama Rwanda,Amavida Coffee Roasters,"Santa Rosa Beach, Florida","Nayamasheke District, Western Province, Rwanda",92,Medium-Light,June 2017,$19.95/12 ounces,51/72,9,9,8,8,8.0,"An accessible, sweet-toned Rwanda coffee saturated with spicy floral complication.",1.66,51,72,Rwanda
565,565,948,El Salvador La Loma Gloria Washed,Old Soul Co.,"Sacramento, California","El Boquerón region, El Salvador",92,Medium-Light,June 2017,$19.50/12 ounces,57/80,9,8,8,8,9.0,"An accessible, balanced, crisply sweet cup offering quiet aromatic surprises.",1.62,57,80,El Salvador
566,566,949,Ka’u Natural Typica,Rusty's Hawaiian Coffee,"Pahala, Hawaii","Ka’u growing region, Big Island of Hawaii",92,Medium-Light,June 2017,$24.00/8 ounces,52/76,9,8,9,8,8.0,A dried-in-the-fruit or natural cup that engages by way of sweet florals and appealing tart fruit notes.,3.0,52,76,USA
567,567,950,Loma La Gloria Natural,Presta Coffee Roasters,"Tucson, Arizona","El Boquerón region, El Salvador",93,Light,June 2017,$16.99/12 ounces,60/82,9,8,9,8,9.0,Blueberry central! A fruit-toned natural cup that paradoxically conjures sherry-like wine enveloped in dark chocolate.,1.42,60,82,El Salvador
568,568,951,Rwanda Twongere Umusaruro,Question Coffee,"Kigali, Rwanda","Rukara, Eastern Province, Rwanda",93,Medium-Light,June 2017,$13.99/12 ounces,54/76,9,8,9,9,8.0,A complex Rwanda cup that rewards patience with an unfolding of sweet fruit and floral notes juxtaposed with suggestions of savory herbs.,1.17,54,76,Rwanda
569,569,952,Kenya Nyeri Kiamaina PB,Seattle Coffee Works,"Seattle, Washington","Nyeri growing region, south-central Kenya",93,Medium-Light,June 2017,$18.95/12 ounces,56/76,9,9,9,8,8.0,"Poised between rich sweetness and bold savory tones, this Kenya is refined and deeply satisfying.",1.58,56,76,Kenya
570,570,953,Rwanda Nyampinga,Texas Coffee Traders,"Austin, Texas","Nyaruguru, southern Rwanda",93,Medium-Light,June 2017,$18.00/12 ounces,51/71,9,9,9,8,8.0,A Rwanda tactfully roasted to the dark edge of medium; chocolate-centered with floral and spice notes complicated by a hint of smoky aromatic wood.,1.5,51,71,Rwanda
571,571,954,Montaña de Abi Anny Ruth El Salvador,West Oak Coffee,"Denton, Texas","El Boquerón region, El Salvador",93,Medium-Light,June 2017,$16.50/12 ounces,58/78,9,9,9,8,8.0,"An inviting dried-in-the-fruit or “natural” coffee from El Salvador, crisply spice-toned and fruit-forward.",1.38,58,78,El Salvador
572,572,955,Congo Muungano,Allegro Coffee Roasters,"Thornton, Colorado","Kalehe, South Kivu Province, Congo",92,Medium,June 2017,$8.99/8 ounces,52/65,9,8,9,8,8.0,"An intriguing Congo cup from a cooperative that is leading the recovery of the Kivu region from civil war, and a sensory gift for those who enjoy savory-leaning coffees complicated and deepened by berry and citrus notes.",1.12,52,65,Congo
573,573,957,Puna Natural,Big Island Coffee Roasters,"Mountain View, Hawaii","Puna District, Big Island of Hawaii",94,Medium-Light,June 2017,$29.00/10 ounces,54/74,9,9,9,8,9.0,A natural-processed coffee that exhibits grace and finesse in its fruit-forward elegance.,2.9,54,74,USA
574,574,958,El Salvador Anny Ruth Red Honey,Manzanita Roasting Company,"San Diego, California","El Boquerón region, El Salvador",93,Medium,June 2017,$17.00/12 ounces,50/71,9,9,9,8,8.0,"A classic and inviting Central America cup: crisp, sweet, balanced, plush.",1.42,50,71,El Salvador
575,575,959,Static Tio Emilio Pichincha Ecuador,Espresso Republic,"Chino, California","Maputo, Ecuador",90,Medium-Light,May 2017,$21.00/12 ounces,59/75,8,8,8,8,8.0,"An accessible, high-toned coffee with inviting pear, vanilla-like florals and aromatic wood notes.",1.75,59,75,Ecuador
576,576,962,Bourbon Peaberry,Hula Daddy Kona Coffee,"Holulaloa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii",94,Medium-Light,May 2017,$49.95/8 ounces,54/80,9,9,9,8,9.0,"Unusual, pleasing and wide-ranging in aroma and flavor, from chocolate to citrus blossom and savory spice to hints of tropical fruit.",6.24,54,80,USA
577,577,963,Sumatra Boru Batak,Notch Coffee,"Vancouver, British Columbia, Canada","Lintong growing region, North Indonesia Province, Indonesia, Indonesia",94,Medium-Light,May 2017,$14.99/12 ounces,54/80,9,9,9,8,9.0,"A flavor-saturated Sumatra with lively citrus, elegant fruit and lush tobacco notes.",1.25,54,80,Indonesia
578,578,964,Kenya Marumi AA,Notch Coffee,"Vancouver, British Columbia, Canada","Maragua, Muranga County, Kenya",93,Medium-Light,May 2017,$13.99/12 ounces,55/78,9,9,9,8,8.0,"An appealing Kenya cup, driven by berry and spice notes and vanilla-like florals.",1.17,55,78,Kenya
579,579,968,100% Arabica Coffee from Puerto Rico,Caribeans,"San Juan, Puerto Rico","Utuado, central Puerto Rico",87,Medium-Light,May 2017,$17.00/8 ounces,54/69,8,7,8,7,7.0,Satisfying chocolate and nut notes nearly carry the day in this briskly bittersweet coffee from Puerto Rico.,2.12,54,69,Puerto Rico
580,580,969,Gesha Village Estate Bench Maji Gesha G1,Dragonfly Coffee Roasters,"Boulder, Colorado","Bench-Maji Zone, Southern Ethiopia",95,Medium-Light,May 2017,$35.00/8 ounces,55/78,9,9,9,9,9.0,"An elegant washed Gesha from Ethiopia: juicy, delicately intense, flower-driven.",4.38,55,78,Ethiopia
581,581,970,Pink Bourbon Colombia Cauca,Dragonfly Coffee Roasters,"Boulder, Colorado","Huila, Colombia",91,Medium-Light,May 2017,$18.00/12 ounces,54/80,8,9,8,8,8.0,"A deep, sweet-savory Colombia cup with inviting chocolate and tart-fruit notes.",1.5,54,80,Colombia
582,582,972,Barrel-Aged Coffee,Reprise Coffee Roasters,"Lake Forest, Illinois","Jinotega Department, north-central Nicaragua",92,Light,May 2017,$19.99/12 ounces,70/89,9,8,9,8,8.0,"This very sensitively light-roasted coffee offers a delicate, refreshing take on spirits barrel-conditioned coffee.",1.67,70,89,Nicaragua
583,583,973,Wine-Barrel-Aged Ethiopia,San Francisco Bay Coffee,"Lincoln, California","Yirgacheffe growing region, southern Ethiopia",91,Medium-Dark,May 2017,$19.99/12 ounces,36/46,9,8,9,7,8.0,"This complex expression of delicate but powerfully aromatic green coffee, a hint of wine-toned alcohol and distinct roast notes should please those who like a roasty but nuanced and original cup.",1.67,36,46,Ethiopia
584,584,974,Bourbon-Barrel-Aged Kenya Baragu,Modern Times Coffee,"San Diego, California",Central Kenya,94,Medium-Light,May 2017,$20.00/8 ounces,55/76,9,9,9,8,9.0,"A resonant, complexly layered, quite original cup.",2.5,55,76,Kenya
585,585,975,Pinot Noir-Aged El Salvador,Water Avenue Coffee,"Portland, Oregon","Apaneca-Ilamatapec growing region, western El Salvador",93,Medium-Light,May 2017,$22.00/12 ounces,61/80,9,9,9,8,8.0,"Balanced, quietly zesty; the wine gently but explicitly complicates acidity and flavor in this graceful El Salvador.",1.83,61,80,El Salvador
586,586,976,Puna Theobroma Coffee,Big Island Coffee Roasters,"Mountain View, Hawaii","Puna District, Big Island of Hawaii",92,Medium,May 2017,$24.00/8 ounces,44/58,9,8,9,9,7.0,"A beverage of contrasts. Lush but crisp in its floral- and cocoa-toned aromatics; sweet but bracingly bitterish and dry in structure. The aromatics prevail in a smooth, refreshing finish.",3.0,44,58,USA
587,587,977,Aged Sumatra Ulos Batak Peaberry,Equator Coffees & Teas,"San Rafael, California","Dolok Sanggul, Lintong growing region, North Indonesia, Indonesia",94,Medium-Light,May 2017,$18.00/12 ounces,53/73,9,9,9,8,9.0,The great wet-hulled Sumatra profile takes on a particularly graceful resonance in this traditionally aged version.,1.5,53,73,Indonesia
588,588,979,Static Rio Negro Colombia,Espresso Republic,"Chino, California","Iquira, Huila Department, Colombia",92,Medium-Light,May 2017,$17.00/12 ounces,56/78,9,8,9,8,8.0,"A sweetly herbaceous, crisp, cocoa-toned Colombia cup.",1.42,56,78,Colombia
589,589,980,Static Santa Luzia Brazil,Espresso Republic,"Chino, California","Santa Luzia, Brazil",88,Medium-Light,May 2017,$15.00/12 ounces,55/76,8,8,8,7,7.0,"An accessible, sweetly nut- and spice-toned Brazil cup.",1.25,55,76,Brazil
590,590,982,Ninety Plus Estate Panama Gesha Lycello,Amavida Coffee Roasters,"Santa Rosa Beach, Florida","Chiriqui Province, Panama",93,Light,May 2017,$29.95/3.4 ounces,60/84,9,9,9,8,8.0,"A big-bodied, high-toned, crisply sweet Panama Gesha that resonates with citrus and cocoa notes throughout.",9.98,60,84,Panama
591,591,983,Costa Rica Microlot White Honey,Jackrabbit Java,"Thermopolis, Wyoming","Central Valley, Costa Rica",90,Medium,April 2017,$12.00/12 ounces,44/58,8,8,9,8,7.0,"Attractive darker-roasted Costa Rica, pungent and chocolaty with a zesty orange edge.",1.0,44,58,Costa Rica
